Parking_Violations
Summons Number,Plate ID,Registration State,Plate Type,Issue Date,Violation Code,Vehicle Body Type,Vehicle Make,Issuing Agency,Violation Location,Issuer Precinct,Violation Time,Violation County,Vehicle Color,Vehicle Year
1495533657,GTF2947,NY,PAS,02/11/2026,24,SDN,VOLKS,P,52,52,0805A,BX,BK,2014
1498353885,KKG1430,NY,PAS,02/11/2026,98,SDN,TOYOT,P,112,112,1006P,,WHITE,2012
1499268415,KVV4567,NY,PAS,02/12/2026,40,SUBN,HYUND,P,61,61,0819A,NY,BLUE,2022
1499431879,AEL4523,NY,PAS,02/13/2026,14,SUBN,JEEP,P,19,19,0125P,NY,,0
1499038069,KGX9382,NY,PAS,02/13/2026,50,SUBN,HONDA,P,67,72,0900P,K,GY,2018
1495460022,LNW1483,NY,PAS,02/13/2026,50,SDN,BMW,P,47,47,0540P,BX,GRAY,2011
1497815514,CORNUTO,NY,PAS,02/14/2026,40,SUBN,MAZDA,P,63,63,1227A,K,GRAY,2023
1490085592,76239MD,NY,COM,02/14/2026,14,VAN,FORD,N,14,14,1135A,,W,0
1499242207,KZB7251,NY,PAS,02/15/2026,21,SUBN,JEEP,N,,52,0726P,BX,,0
1500288408,JPW8914,NY,PAS,02/16/2026,98,SDN,NISSA,P,73,73,1111A,,BLUE,2018
1492479676,LNC2220,NY,PAS,02/17/2026,40,VAN,NISSA,P,115,115,1100P,Q,SILVE,2012
1488102193,STNYC,NY,PAS,02/17/2026,40,SDN,AUDI,P,100,100,0110P,Q,BLACK,2011
1499631625,LLU8950,NY,PAS,02/18/2026,40,SDN,BMW,P,66,66,1119A,K,BK,2016
1495927246,LRN8958,NY,PAS,02/19/2026,46,SDN,,P,72,72,0623P,K,WHITE,2016
1499896281,LJM4517,99,PAS,02/19/2026,41,SDN,BMW,P,116,116,0820A,,,0
1498846920,LGN2846,NY,PAS,02/20/2026,40,,FORD,P,68,68,0823P,K,BLU,2016
1488851920,KVD4906,NY,PAS,02/21/2026,98,SUBN,FORD,P,123,123,1028A,R,BLACK,2014
1498367884,LKR 4842.00,NY,PAS,02/21/2026,46,SUBN,HONDA,P,115,115,1052P,Q,BLACK,2015
1499145597,8PZT81,MI,PAS,02/22/2026,46,,DODGE,P,49,49,0500P,BX,GY,2024
1499519254,JSE8226,NY,PAS,02/22/2026,40,SDN,NISSA,P,28,28,0910P,NY,SIL,2018
1500425254,BLANKPLATE,99,999,02/23/2026,40,,CHEVR,P,32,32,0121A,NY,GRY,2020
1497714930,KTR6428,NY,PAS,02/24/2026,40,SUBN,HYUND,P,68,68,0357A,K,WHITE,2025
1498952719,KXZ9047,NY,COM,02/25/2026,21,VAN,GMC,P,77,77,0738P,K,WHITE,2019
1498952720,038SUY,NJ,PAS,02/25/2026,14,SDN,NISSA,P,77,77,0751P,K,RED,0
1498268134,733BYO,NY,PAS,02/25/2026,41,,ZNCN,P,103,103,0456P,,BLU,2022
1492200785,IY20WT,FL,PAS,02/26/2026,19,SDN,HYUND,M,105,0,0652A,Q,BLUE,0
1493830028,D58UCD,NJ,PAS,02/26/2026,14,SUBN,FORD,P,26,26,1039A,NY,WHT,2012
1499867220,ZRA1852,PA,PAS,02/27/2026,78,,FRUEH,P,116,116,1010P,Q,,0
1488644111,LFY8236,PA,PAS,02/28/2026,98,SDN,TESLA,P,70,70,1048P,K,BLU,0
1498800440,LRL6920,NY,PAS,02/28/2026,20,SDN,HONDA,P,33,33,0529A,NY,RED,2022
1497951987,LLD3169,NY,PAS,02/28/2026,14,VAN,HONDA,A,113,642,0122P,NY,GREY,0
1498377555,FXX9578,NY,PAS,03/01/2026,14,SDN,HONDA,P,1,1,0943P,,GRY,2019
1493934557,SFU9311,TX,PAS,03/02/2026,98,SUBN,INFIN,P,121,121,1056P,R,BLACK,0
1500421297,KEF7173,NY,PAS,03/03/2026,46,SDN,HONDA,P,34,34,0820P,NY,,0
1498816721,HXD7959,NY,PAS,03/03/2026,40,SUBN,CHEVR,P,88,88,0041A,,WHITE,0
1498393159,JPG9035,NY,PAS,03/03/2026,21,SDN,,P,1,1,0302P,NY,GRAY,2020
1495967153,LRD 9713.00,NY,PAS,03/04/2026,40,SDN,PORSC,P,108,108,0313A,Q,WHITE,2018
1500534894,LAC0904,PA,PAS,03/04/2026,74,SUBN,JEEP,P,50,50,1026A,,RED,2012
1498794520,LJN1707,NY,PAS,03/04/2026,20,SUBN,ME/BE,P,24,24,0446P,,WHITE,2008
1489092614,KVT2799,NY,PAS,03/05/2026,46,SUBN,NISSA,P,44,44,1144P,,GRY,2014
1500420839,CAHM07,NY,SRF,03/05/2026,53,SUBN,HONDA,P,34,34,1206A,NY,,0
1499156042,ZGT84J,NJ,PAS,03/05/2026,40,SUBN,SUBAR,P,52,52,0047A,BX,BLK,0
1499581245,3KV936,MA,PAS,03/08/2026,98,SDN,VOLKS,P,79,94,1026P,K,GRAY,2015
1499195620,KDA8971,NY,PAS,03/09/2026,48,SDN,TOYOT,P,46,46,0652P,BX,GREY,2020
1498595728,LLY3710,NY,PAS,03/10/2026,98,SUBN,ACURA,P,45,45,1119P,BX,BK,2015
1500531686,KVW6886,NY,PAS,03/11/2026,46,SUBN,BMW,P,50,50,1107A,BX,BLK,2019
1500467479,LHN1906,99,PAS,03/11/2026,40,SUBN,CADIL,P,66,66,0952A,K,GREY,2024
1500120406,MPM5426,99,PAS,03/11/2026,98,SUBN,HONDA,P,46,46,1030P,BX,GREY,0
1491993080,LSY2406,NY,PAS,03/11/2026,40,SUBN,TOYOT,P,111,111,1035P,NY,BLK,2017
1491993042,LSY2406,NY,PAS,03/11/2026,41,SUBN,TOYOT,P,111,111,1035P,NY,BLK,2017
1499805524,BLANKPLATE,99,999,03/11/2026,21,SDN,TOYOT,P,111,111,0640P,,GY,2022
1497856735,LDF6027,NY,PAS,03/12/2026,16,SDN,DODGE,P,90,90,1014A,K,WHT,2010
1498500365,WTY978,SC,PAS,03/12/2026,21,SUBN,FORD,P,76,76,1048A,K,WHT,0
1495163544,T700670C,NY,PAS,03/12/2026,98,SUBN,TOYOT,P,78,78,0307P,K,GRY,2024
1499117747,GAW5359,NY,PAS,03/13/2026,51,SDN,ACURA,P,116,116,0140P,,,0
1500547864,LNJ9647,NY,PAS,03/13/2026,98,SDN,HONDA,P,49,49,0953P,BX,RED,2022
1493817462,88355ND,NY,PAS,03/13/2026,20,P-U,,P,26,26,0700A,NY,BLK,2021
1498606880,KVY5843,NY,PAS,03/14/2026,40,SDN,HONDA,P,40,40,0730P,BX,WHT,2019
1498600529,KWK9161,NY,PAS,03/14/2026,48,SUBN,TOYOT,P,52,52,0741P,BX,BLK,0
1496003317,C32RLR,NJ,PAS,03/14/2026,40,SDN,DODGE,P,,108,0820P,,,0
1485578152,KDT3690,NY,PAS,03/14/2026,20,SDN,CHEVR,Y,79,976,0943A,K,BLACK,2017
1500126603,JRC9242,NY,PAS,03/14/2026,40,SDN,AUDI,P,50,50,0626A,BX,GRY,2022
1499017157,BS36591,CT,PAS,03/15/2026,19,SDN,BMW,P,114,114,0512A,Q,,0
1493534853,JEB8132,NY,999,03/16/2026,40,SUBN,NISSA,K,110,3,1013P,Q,RED,2007
1489474262,FE798H,NY,PAS,03/16/2026,71,,CADIL,P,25,25,0656P,,,0
1498136151,Y87HGJ,NJ,PAS,03/17/2026,14,SDN,TOYOT,P,67,67,0350A,K,B,0
1499197226,T687529C,NY,OMT,03/17/2026,46,SDN,TOYOT,P,46,46,1200A,BX,BLK,2024
1464040904,KMV6543,NY,PAS,03/18/2026,40,SUV,KIA,P,72,72,0526P,K,GY,2022
1499196969,MJF1411,PA,PAS,03/18/2026,46,SUBN,TOYOT,P,46,46,0157A,BX,GRY,2008
1500023346,LBE5117,PA,PAS,03/19/2026,21,SDN,HONDA,P,94,81,0200P,K,WHITE,2016
1490028523,KBP1902,NY,PAS,03/19/2026,31,P-U,TOYOT,P,14,114,1048P,,GY,2005
1493950277,XMA737,SC,PAS,03/19/2026,40,SDN,BMW,P,121,121,0509A,,,0
1498053361,KHX8818,NY,PAS,03/19/2026,71,VAN,FORD,P,69,69,1038P,K,W,2012
1492015210,LNS3532,NY,PAS,03/19/2026,40,SUBN,ME/BE,P,111,111,1104P,,WH,2011
1498400796,LAT2641,NY,PAS,03/19/2026,20,,HYUND,P,18,18,0950A,,BLACK,0
1499269444,LHN2655,NY,PAS,03/19/2026,46,SDN,HONDA,P,61,61,1022A,K,W,2018
1495581846,PRACCI,NY,SRF,03/20/2026,67,SUBN,ACURA,P,90,90,1235A,K,WH,2018
1497834235,LJN1546,NY,PAS,03/20/2026,46,P-U,DODGE,P,67,63,0513P,K,RED,2013
1493376020,AJ79211,AZ,PAS,03/20/2026,78,VAN,GMC,P,100,100,0931P,Q,W,2019
1499577588,T756322C,NY,PAS,03/21/2026,40,SUBN,TOYOT,P,83,83,0638P,NY,,0
1492033340,GDZ9691,NY,PAS,03/21/2026,40,SDN,HONDA,P,111,111,1014P,,,0
1495336724,KWE7685,NY,PAS,03/21/2026,50,SDN,NISSA,P,101,101,0655A,Q,,0
1499259852,LTF1457,NY,PAS,03/21/2026,46,SDN,ACURA,P,61,61,0919A,NY,BLUE,2018
1498764289,FXJ2279,NY,PAS,03/24/2026,40,SUBN,HONDA,P,23,20,0920P,,BROWN,2015
1498980247,9DRW462,CA,PAS,03/25/2026,98,SDN,HONDA,P,114,114,1213P,Q,,0
1500290798,JRZ6166,NY,PAS,03/25/2026,40,SUBN,NISSA,P,73,30,0815P,K,RED,2013
1498917409,116573V,NJ,PAS,03/26/2026,50,SDN,ME/BE,3,19,977,0251A,NY,GRAY,0
1497953601,V96YDJ,NJ,PAS,03/26/2026,14,SUBN,TOYOT,A,113,642,0223P,Q,BLK,0
1497955440,T737397C,NY,OMT,03/26/2026,20,SUBN,CHEVR,A,113,42,1200P,Q,BLK,0
1497763873,LJB7318,NY,PAS,03/27/2026,20,SUBN,JEEP,P,44,163,1209P,BX,RED,2019
1500303173,LTP9789,NY,PAS,03/27/2026,14,SUBN,NISSA,P,88,88,0343A,,GRY,2012
1498871379,JRS6332,NY,PAS,03/27/2026,20,SDN,HONDA,C,45,0,1035A,BX,GRY,2023
1499203950,LRY2061,NY,PAS,03/27/2026,46,,ACURA,P,41,41,0204P,BX,GRY,2012
1495361720,KAF3898,NY,PAS,03/28/2026,98,SDN,SUBAR,P,107,107,0428A,Q,GREY,2025
1496310871,LHB4701,NY,PAS,03/28/2026,17,SDN,HYUND,F,34,93,0420P,NY,,0
1495808348,KYU3161,NY,PAS,03/28/2026,46,SUBN,BMW,P,67,67,0610P,,WHITE,2019
1492144678,LHL3779,NY,PAS,03/28/2026,14,SUBN,MAZDA,P,109,109,0920P,Q,WHT,2024
1497667422,LLE4116,NY,PAS,03/29/2026,71,SDN,ME/BE,P,123,123,0928P,R,BLK,2011
1496540347,LPA3652,NY,PAS,03/29/2026,40,SDN,BMW,P,107,107,0535P,Q,WHITE,2018
1500437840,LSV1394,NY,PAS,03/29/2026,40,SDN,ME/BE,P,32,32,0826P,NY,BLK,2018
1494680828,9GD8094,MO,PAS,03/29/2026,98,SUBN,ACURA,P,103,103,0915A,NY,WHITE,2024
1486272630,GGY7982,NY,PAS,03/29/2026,17,SUBN,TESLA,P,14,401,0925P,NY,BLK,2022
1493271489,134PWG,NJ,PAS,03/30/2026,46,SUBN,JEEP,P,77,77,0350P,K,GREEN,2022
1498767722,HZN1677,NY,PAS,03/30/2026,17,SDN,FIAT,P,20,20,0456P,NY,GRAY,2016
1497815666,KVX3260,99,PAS,03/30/2026,98,SUBN,ROVER,P,63,63,0142P,K,WHT,2010
1416391320,AZ2523,NY,PAS,03/31/2026,17,SDN,FORD,P,5,0,0704P,,BLACK,0
